country,real_overall_happiness,real_gdp,real_social_support,real_health,real_freedom,real_generosity,real_corruption,real_life_evaluation,approach,llm_overall_happiness,llm_gdp,llm_social_support,llm_health,llm_freedom,llm_generosity,llm_corruption,llm_life_evaluation,diff_overall_happiness,diff_life_evaluation,diff_gdp,diff_social_support,diff_health,diff_freedom,diff_generosity,diff_corruption,region,income_level,global_north_south,world_123,east_west,continent,developed_country_type,developed_east_vs_west,economic_model
Morocco,4.622,1.139,0.635,0.585,0.748,0.031,0.095,4.622,structured_personas,5.505,,,,,,,5.505,0.883,0.883,,,,,,,Africa,Lower Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Mozambique,5.19,0.559,1.131,0.124,0.813,0.127,0.173,5.19,structured_personas,4.88,,,,,,,4.88,-0.3100000000000005,-0.3100000000000005,,,,,,,Other,Low Income,Global South,World 3,Other,Other,Non-Developed,Non-Developed,Non-High Income
Myanmar,4.321,0.975,1.144,0.446,0.569,0.322,0.163,4.321,structured_personas,3.85,,,,,,,3.85,-0.4709999999999996,-0.4709999999999996,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Namibia,4.911,1.182,1.482,0.104,0.564,0.052,0.056,4.911,structured_personas,5.62,,,,,,,5.62,0.7090000000000005,0.7090000000000005,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Nepal,5.311,0.944,1.21,0.463,0.764,0.155,0.099,5.311,structured_personas,5.385,,,,,,,5.385,0.0739999999999998,0.0739999999999998,,,,,,,South Asia,Low Income,Global South,World 3,East,Asia,Non-Developed,Non-Developed,Non-High Income
Netherlands,7.306,1.822,1.667,0.844,0.86,0.186,0.344,7.306,structured_personas,6.81,,,,,,,6.81,-0.4960000000000004,-0.4960000000000004,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Central Europe,Developed West,Social Market
New Zealand,6.952,1.698,1.712,0.815,0.861,0.167,0.429,6.952,structured_personas,6.6,,,,,,,6.6,-0.3520000000000003,-0.3520000000000003,,,,,,,Oceania,High Income,Global North,World 1,West,Oceania,Anglo-Saxon,Developed West,Market Liberal
Nicaragua,6.33,1.084,1.47,0.646,0.912,0.103,0.271,6.33,structured_personas,5.07,,,,,,,5.07,-1.2599999999999998,-1.2599999999999998,,,,,,,North America,Upper Middle Income,Global South,World 2,West,North America,Non-Developed,Non-Developed,Non-High Income
Niger,4.725,0.606,0.796,0.258,0.759,0.122,0.137,4.725,structured_personas,4.4350000000000005,,,,,,,4.4350000000000005,-0.2899999999999991,-0.2899999999999991,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Nigeria,4.885,0.989,1.245,0.38,0.639,0.17,0.028,4.885,structured_personas,4.665,,,,,,,4.665,-0.2199999999999997,-0.2199999999999997,,,,,,,Africa,Upper Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
North Macedonia,5.503,1.458,1.537,0.544,0.637,0.13,0.007,5.503,structured_personas,5.375,,,,,,,5.375,-0.1280000000000001,-0.1280000000000001,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Norway,7.262,1.902,1.711,0.863,0.962,0.168,0.425,7.262,structured_personas,7.040000000000001,,,,,,,7.040000000000001,-0.2219999999999986,-0.2219999999999986,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Nordic,Developed West,Social Market
Oman,6.197,1.603,1.411,0.5,0.93,0.142,,6.197,structured_personas,6.37,,,,,,,6.37,0.173,0.173,,,,,,,Middle East,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Pakistan,4.768,0.982,0.759,0.417,0.529,0.136,0.046,4.768,structured_personas,4.7700000000000005,,,,,,,4.7700000000000005,0.0020000000000006,0.0020000000000006,,,,,,,South Asia,Low Income,Global South,World 3,East,Asia,Non-Developed,Non-Developed,Non-High Income
Panama,6.407,1.594,1.6,0.717,0.876,0.041,0.042,6.407,structured_personas,6.09,,,,,,,6.09,-0.3170000000000001,-0.3170000000000001,,,,,,,North America,Upper Middle Income,Global South,World 2,West,North America,Non-Developed,Non-Developed,Non-High Income
Paraguay,6.172,1.329,1.615,0.291,0.921,0.097,0.063,6.172,structured_personas,5.705,,,,,,,5.705,-0.4669999999999996,-0.4669999999999996,,,,,,,Latin America,Upper Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
Peru,5.947,1.323,1.364,0.551,0.71,0.05,0.021,5.947,structured_personas,5.475,,,,,,,5.475,-0.4720000000000004,-0.4720000000000004,,,,,,,Latin America,Lower Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
Philippines,6.107,1.177,1.385,0.315,0.966,0.075,0.11,6.107,structured_personas,5.665,,,,,,,5.665,-0.4420000000000001,-0.4420000000000001,,,,,,,East Asia,Lower Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Poland,6.673,1.666,1.595,0.63,0.79,0.021,0.169,6.673,structured_personas,6.15,,,,,,,6.15,-0.5229999999999997,-0.5229999999999997,,,,,,,Eastern Europe,Upper Middle Income,Global North,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Portugal,6.013,1.646,1.56,0.822,0.879,0.04,0.034,6.013,structured_personas,6.1,,,,,,,6.1,0.0869999999999997,0.0869999999999997,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
Republic of Korea,6.038,1.709,1.357,0.903,0.678,0.1,0.139,6.038,structured_personas,6.04,,,,,,,6.04,0.0019999999999997,0.0019999999999997,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Republic of Moldova,5.819,1.332,1.43,0.414,0.83,0.054,0.037,5.819,structured_personas,5.05,,,,,,,5.05,-0.7690000000000001,-0.7690000000000001,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Romania,6.563,1.636,1.401,0.561,0.847,0.028,0.015,6.563,structured_personas,5.71,,,,,,,5.71,-0.8529999999999998,-0.8529999999999998,,,,,,,Eastern Europe,Upper Middle Income,Global South,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Russian Federation,5.945,1.63,1.549,0.47,0.702,0.095,0.125,5.945,structured_personas,5.04,,,,,,,5.04,-0.9050000000000002,-0.9050000000000002,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Saudi Arabia,6.6,1.743,1.566,0.714,0.915,0.105,0.187,6.6,structured_personas,6.575,,,,,,,6.575,-0.0249999999999994,-0.0249999999999994,,,,,,,Middle East,High Income,Global North,World 1,East,Asia,Middle East Developed,Other Developed,Resource-Based
Senegal,4.856,0.907,0.977,0.433,0.767,0.129,0.09,4.856,structured_personas,5.3100000000000005,,,,,,,5.3100000000000005,0.4540000000000006,0.4540000000000006,,,,,,,Africa,Lower Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Serbia,6.606,1.489,1.62,0.545,0.767,0.131,0.107,6.606,structured_personas,5.445,,,,,,,5.445,-1.1609999999999996,-1.1609999999999996,,,,,,,Eastern Europe,Upper Middle Income,Global South,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Sierra Leone,2.998,0.786,0.692,0.327,0.613,0.138,0.052,2.998,structured_personas,4.5200000000000005,,,,,,,4.5200000000000005,1.5220000000000002,1.5220000000000002,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Singapore,6.565,2.022,1.565,0.935,0.856,0.164,0.522,6.565,structured_personas,6.635,,,,,,,6.635,0.0699999999999994,0.0699999999999994,,,,,,,East Asia,High Income,Global North,World 1,East,Asia,Developed East Asia,Developed East Asia,State-Led Development
Slovakia,6.221,1.629,1.762,0.547,0.704,0.058,0.07,6.221,structured_personas,6.029999999999999,,,,,,,6.029999999999999,-0.1910000000000007,-0.1910000000000007,,,,,,,Eastern Europe,Upper Middle Income,Global North,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Slovenia,6.792,1.692,1.718,0.802,0.961,0.121,0.113,6.792,structured_personas,6.56,,,,,,,6.56,-0.2320000000000002,-0.2320000000000002,,,,,,,Eastern Europe,Upper Middle Income,Global North,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Somalia,4.347,0.535,0.877,0.046,0.916,0.206,0.192,4.347,structured_personas,4.415,,,,,,,4.415,0.0679999999999996,0.0679999999999996,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
South Africa,5.213,1.283,1.465,0.142,0.676,0.064,0.043,5.213,structured_personas,5.295,,,,,,,5.295,0.0819999999999998,0.0819999999999998,,,,,,,Africa,Upper Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Spain,6.466,1.69,1.685,0.894,0.734,0.112,0.18,6.466,structured_personas,6.355,,,,,,,6.355,-0.1110000000000006,-0.1110000000000006,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
Sri Lanka,3.891,1.271,1.308,0.567,0.696,0.121,0.025,3.891,structured_personas,5.0200000000000005,,,,,,,5.0200000000000005,1.1290000000000004,1.1290000000000004,,,,,,,South Asia,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
State of Palestine,4.78,1.047,1.456,,0.618,0.055,0.081,4.78,structured_personas,3.425,,,,,,,3.425,-1.3550000000000004,-1.3550000000000004,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Sweden,7.345,1.783,1.698,0.889,0.952,0.17,0.467,7.345,structured_personas,6.69,,,,,,,6.69,-0.6549999999999994,-0.6549999999999994,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Nordic,Developed West,Social Market
Switzerland,6.935,1.87,1.622,0.883,0.889,0.156,0.468,6.935,structured_personas,7.06,,,,,,,7.06,0.125,0.125,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Central Europe,Developed West,Social Market
Taiwan Province of China,6.669,1.73,1.583,0.817,0.76,0.057,0.187,6.669,structured_personas,6.484999999999999,,,,,,,6.484999999999999,-0.1840000000000001,-0.1840000000000001,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Tajikistan,5.411,0.914,1.555,0.658,,0.085,0.342,5.411,structured_personas,4.915,,,,,,,4.915,-0.4959999999999995,-0.4959999999999995,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Tanzania,3.8,0.847,0.908,0.411,0.858,0.153,0.243,3.8,structured_personas,5.3,,,,,,,5.3,1.5,1.5,,,,,,,Other,Low Income,Global South,World 3,Other,Other,Non-Developed,Non-Developed,Non-High Income
Thailand,6.222,1.426,1.551,0.633,0.927,0.223,0.039,6.222,structured_personas,5.96,,,,,,,5.96,-0.2620000000000004,-0.2620000000000004,,,,,,,East Asia,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Togo,4.315,0.757,0.736,0.378,0.576,0.097,0.153,4.315,structured_personas,4.845000000000001,,,,,,,4.845000000000001,0.5300000000000002,0.5300000000000002,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Trinidad and Tobago,5.905,1.549,1.532,0.419,0.76,0.111,0.001,5.905,structured_personas,5.63,,,,,,,5.63,-0.2750000000000003,-0.2750000000000003,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Tunisia,4.552,1.257,1.224,0.459,0.382,0.032,0.05,4.552,structured_personas,4.84,,,,,,,4.84,0.2880000000000002,0.2880000000000002,,,,,,,Africa,Lower Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Türkiye,5.262,1.582,1.444,0.626,0.244,0.04,0.104,5.262,structured_personas,5.04,,,,,,,5.04,-0.2219999999999995,-0.2219999999999995,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Uganda,4.461,0.762,1.342,0.396,0.751,0.148,0.05,4.461,structured_personas,5.11,,,,,,,5.11,0.649,0.649,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Ukraine,4.68,1.328,1.472,0.472,0.689,0.245,0.023,4.68,structured_personas,4.385,,,,,,,4.385,-0.2949999999999999,-0.2949999999999999,,,,,,,Eastern Europe,Lower Middle Income,Global South,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
United Arab Emirates,6.759,1.812,1.294,0.659,0.934,0.165,0.235,6.759,structured_personas,7.045,,,,,,,7.045,0.2859999999999996,0.2859999999999996,,,,,,,Middle East,High Income,Global North,World 1,East,Asia,Middle East Developed,Other Developed,Resource-Based
United Kingdom,6.728,1.725,1.562,0.779,0.872,0.211,0.318,6.728,structured_personas,6.0600000000000005,,,,,,,6.0600000000000005,-0.6679999999999993,-0.6679999999999993,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
United States,6.724,1.839,1.614,0.604,0.644,0.171,0.161,6.724,structured_personas,6.275,,,,,,,6.275,-0.4489999999999998,-0.4489999999999998,,,,,,,North America,High Income,Global North,World 1,West,North America,Anglo-Saxon,Developed West,Market Liberal
Uruguay,6.661,1.554,1.654,0.523,0.913,0.078,0.197,6.661,structured_personas,6.565,,,,,,,6.565,-0.0959999999999992,-0.0959999999999992,,,,,,,Latin America,Upper Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
Uzbekistan,6.193,1.179,1.615,0.654,0.977,0.195,0.208,6.193,structured_personas,5.33,,,,,,,5.33,-0.8629999999999995,-0.8629999999999995,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Venezuela,5.683,0.0,1.493,0.515,0.702,0.154,0.117,5.683,structured_personas,4.55,,,,,,,4.55,-1.133,-1.133,,,,,,,Latin America,Low Income,Global South,World 3,West,South America,Non-Developed,Non-Developed,Non-High Income
Viet Nam,6.352,1.278,1.533,0.631,1.012,0.039,0.174,6.352,structured_personas,5.925,,,,,,,5.925,-0.4270000000000005,-0.4270000000000005,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Yemen,3.561,0.631,1.482,0.375,0.447,0.066,0.106,3.561,structured_personas,3.75,,,,,,,3.75,0.189,0.189,,,,,,,Middle East,Low Income,Global South,World 3,East,Asia,Non-Developed,Non-Developed,Non-High Income
Zambia,3.912,0.848,1.013,0.233,0.872,0.131,0.107,3.912,structured_personas,5.08,,,,,,,5.08,1.168,1.168,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Zimbabwe,3.396,0.827,0.961,0.178,0.598,0.065,0.131,3.396,structured_personas,4.57,,,,,,,4.57,1.1740000000000004,1.1740000000000004,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
